County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages
"Cocke County, TN",4,2,3,1,2,5,
"Coffee County, TN",4,4,3,1,1,5,
"Crockett County, TN",6,7,8,1,1,5,
"Cumberland County, TN",3,1,3,1,2,5,
"Davidson County, TN",6,5,4,1,1,5,
"Decatur County, TN",6,4,7,1,1,5,
"DeKalb County, TN",4,4,3,1,1,5,
"Dickson County, TN",4,4,6,1,1,5,
"Dyer County, TN",6,7,8,1,1,5,
"Fayette County, TN",7,5,8,1,1,5,
"Fentress County, TN",3,2,3,1,2,5,
"Franklin County, TN",4,2,3,1,2,5,
"Gibson County, TN",6,7,8,1,1,5,
"Giles County, TN",6,4,6,1,1,5,
"Grainger County, TN",4,1,3,1,2,5,
"Greene County, TN",4,1,3,1,2,5,
"Grundy County, TN",6,2,3,1,2,5,
"Hamblen County, TN",4,2,3,1,2,5,
"Hamilton County, TN",6,2,6,1,2,5,
"Hancock County, TN",4,1,3,1,2,5,
"Hardeman County, TN",6,5,8,1,1,5,
"Hardin County, TN",6,6,8,1,1,5,
"Hawkins County, TN",4,1,3,1,2,5,
"Haywood County, TN",6,7,8,1,1,5,
"Henderson County, TN",6,7,8,1,1,5,
"Henry County, TN",6,6,7,1,1,5,
"Hickman County, TN",4,4,7,1,1,5,
"Houston County, TN",6,5,6,1,1,5,
"Humphreys County, TN",4,5,7,1,1,5,
"Jackson County, TN",6,5,4,1,1,5,
"Jefferson County, TN",4,2,3,1,2,5,
"Johnson County, TN",3,1,3,1,2,5,
"Knox County, TN",4,2,4,1,2,5,
"Lake County, TN",6,7,8,1,1,5,
"Lauderdale County, TN",6,6,8,1,1,5,
"Lawrence County, TN",4,2,6,1,1,5,
"Lewis County, TN",4,2,6,1,1,5,
"Lincoln County, TN",6,4,5,1,1,5,
"Loudon County, TN",4,4,3,1,2,5,
"McMinn County, TN",4,2,3,1,2,5,
"McNairy County, TN",6,6,8,1,1,5,
"Macon County, TN",6,7,4,1,1,5,
"Madison County, TN",6,7,8,1,1,5,
"Marion County, TN",6,2,3,1,2,5,
"Marshall County, TN",6,4,4,1,1,5,
"Maury County, TN",6,4,7,1,1,5,
"Meigs County, TN",4,2,3,1,2,5,
"Monroe County, TN",4,2,3,1,2,5,
"Montgomery County, TN",6,7,8,1,1,5,
"Moore County, TN",4,2,5,1,1,5,
"Morgan County, TN",3,1,3,1,2,5,
"Obion County, TN",6,7,8,1,1,5,
"Overton County, TN",4,4,3,1,1,5,
"Perry County, TN",6,4,8,1,1,5,
"Pickett County, TN",3,2,3,1,1,5,
"Polk County, TN",4,1,3,1,2,5,
"Putnam County, TN",4,2,3,1,1,5,
"Rhea County, TN",4,2,3,1,2,5,
"Roane County, TN",4,4,5,1,2,5,
"Robertson County, TN",6,5,5,1,1,5,
"Rutherford County, TN",6,4,6,1,1,5,
"Scott County, TN",4,2,4,1,2,5,
"Sequatchie County, TN",4,2,3,1,2,5,
"Sevier County, TN",3,1,7,1,2,5,
"Shelby County, TN",7,7,8,1,1,5,
"Smith County, TN",6,6,3,1,1,5,
"Stewart County, TN",6,7,7,1,1,5,
"Sullivan County, TN",3,1,3,1,2,5,
"Sumner County, TN",6,5,5,1,1,5,
"Tipton County, TN",6,7,8,1,1,5,
"Trousdale County, TN",6,7,4,1,1,5,
"Unicoi County, TN",3,2,3,1,2,5,
"Union County, TN",4,1,3,1,2,5,
"Van Buren County, TN",4,1,3,1,2,5,
"Warren County, TN",6,4,3,1,1,5,
"Washington County, TN",3,1,3,1,2,5,
"Wayne County, TN",6,2,6,1,1,5,
"Weakley County, TN",6,7,8,1,1,5,
"White County, TN",4,4,3,1,2,5,
"Williamson County, TN",6,5,5,1,1,5,
"Wilson County, TN",6,5,4,1,1,5,
"Anderson County, TX",7,2,10,1,1,5,
"Andrews County, TX",9,2,8,1,3,5,
"Angelina County, TX",9,2,1,1,1,5,
"Aransas County, TX",9,10,1,6,1,8,
"Archer County, TX",9,4,10,1,1,4,
"Armstrong County, TX",7,2,8,1,3,4,
"Atascosa County, TX",10,4,10,1,1,5,
"Austin County, TX",9,4,10,1,1,5,
"Bailey County, TX",7,1,7,1,2,4,
"Bandera County, TX",7,2,8,1,2,6,
"Bastrop County, TX",9,4,10,1,1,5,
"Baylor County, TX",9,4,1,1,1,5,
"Bee County, TX",9,4,9,1,1,7,
"Bell County, TX",9,4,8,1,2,5,
"Bexar County, TX",9,4,10,1,2,5,
"Blanco County, TX",9,4,1,1,2,5,
"Borden County, TX",9,4,8,1,3,5,
"Bosque County, TX",9,4,10,1,1,5,
"Bowie County, TX",7,4,9,1,1,5,
"Brazoria County, TX",4,4,10,4,1,7,
"Brazos County, TX",9,4,10,1,1,5,
"Brewster County, TX",9,2,8,1,6,5,
"Briscoe County, TX",7,2,8,1,2,4,
"Brooks County, TX",10,5,1,1,1,7,
"Brown County, TX",9,4,1,1,1,5,
"Burleson County, TX",9,4,9,1,1,5,
"Burnet County, TX",9,2,1,1,1,5,
"Caldwell County, TX",9,4,9,1,2,5,
"Calhoun County, TX",4,4,8,4,1,7,
"Callahan County, TX",9,4,10,1,2,5,
"Cameron County, TX",6,10,8,4,1,7,
"Camp County, TX",7,2,1,1,1,5,
"Carson County, TX",7,1,8,1,2,4,
"Cass County, TX",7,4,9,1,1,5,
"Castro County, TX",7,1,7,1,1,4,
"Chambers County, TX",6,4,8,4,1,8,
"Cherokee County, TX",7,2,10,1,1,5,
"Childress County, TX",9,4,1,1,2,5,
"Clay County, TX",9,4,10,1,1,4,
"Cochran County, TX",7,2,8,1,2,4,
"Coke County, TX",9,2,1,1,2,5,
"Coleman County, TX",9,4,10,1,2,5,
"Collin County, TX",9,4,9,1,1,5,
"Collingsworth County, TX",9,4,8,1,3,5,
"Colorado County, TX",9,4,10,1,1,6,
"Comal County, TX",7,2,10,1,2,5,
"Comanche County, TX",9,4,10,1,1,5,
"Concho County, TX",9,2,10,1,2,5,
"Cooke County, TX",7,2,10,1,1,5,
"Coryell County, TX",9,4,10,1,1,5,
"Cottle County, TX",9,4,8,1,2,5,
"Crane County, TX",9,2,1,1,3,5,
"Crockett County, TX",9,4,1,1,5,5,
"Crosby County, TX",7,2,8,1,2,5,
"Culberson County, TX",7,2,1,1,7,5,
"Dallam County, TX",7,1,6,1,2,4,
"Dallas County, TX",9,4,10,1,1,5,
"Dawson County, TX",9,2,8,1,3,5,
"Deaf Smith County, TX",7,2,6,1,3,4,
"Delta County, TX",7,2,9,1,1,5,
"Denton County, TX",9,4,10,1,1,5,
"DeWitt County, TX",10,4,10,1,1,5,
"Dickens County, TX",9,2,1,1,2,5,
"Dimmit County, TX",10,5,10,1,1,5,
"Donley County, TX",9,2,8,1,3,4,
"Duval County, TX",10,5,1,1,1,8,
"Eastland County, TX",9,4,1,1,2,5,
"Ector County, TX",9,2,1,1,3,5,
"Edwards County, TX",10,5,1,1,3,5,
"Ellis County, TX",7,4,8,1,1,5,
"El Paso County, TX",9,2,8,1,3,5,
"Erath County, TX",9,4,10,1,1,5,
"Falls County, TX",9,4,8,1,1,5,
"Fannin County, TX",9,4,9,1,1,4,
"Fayette County, TX",9,4,10,1,1,5,
"Fisher County, TX",9,4,8,1,2,5,
"Floyd County, TX",7,2,8,1,3,4,
"Foard County, TX",9,4,1,1,2,5,
"Fort Bend County, TX",9,2,9,1,1,7,
"Franklin County, TX",7,2,10,1,1,5,
"Freestone County, TX",9,4,10,1,1,5,
"Frio County, TX",10,2,8,1,1,5,
"Gaines County, TX",9,2,8,1,3,5,
"Galveston County, TX",6,7,9,4,1,8,
"Garza County, TX",7,2,1,1,2,5,
"Gillespie County, TX",7,2,10,1,2,5,
"Glasscock County, TX",9,4,1,1,3,5,
"Goliad County, TX",9,4,10,1,1,6,
"Gonzales County, TX",9,4,10,1,1,5,
"Gray County, TX",7,2,8,1,3,4,
"Grayson County, TX",7,4,9,1,1,5,
"Gregg County, TX",7,4,1,1,1,5,
"Grimes County, TX",9,4,10,1,2,6,
"Guadalupe County, TX",9,4,8,1,2,5,
"Hale County, TX",7,2,8,1,3,4,
"Hall County, TX",9,4,1,1,2,5,
"Hamilton County, TX",9,4,10,1,1,5,
"Hansford County, TX",7,2,8,1,2,4,
"Hardeman County, TX",9,2,1,1,2,5,
"Hardin County, TX",6,2,1,3,1,8,
"Harris County, TX",9,4,10,3,1,6,
"Harrison County, TX",7,4,10,1,1,5,
"Hartley County, TX",7,1,6,1,3,4,
"Haskell County, TX",9,4,10,1,2,5,
"Hays County, TX",7,2,10,1,2,5,
"Hemphill County, TX",7,2,1,1,2,5,
"Henderson County, TX",7,4,1,1,1,5,
"Hidalgo County, TX",10,5,8,1,1,7,
"Hill County, TX",9,4,8,1,1,5,
"Hockley County, TX",7,2,8,1,3,4,
"Hood County, TX",9,4,10,1,1,5,
"Hopkins County, TX",7,2,1,1,1,5,
"Houston County, TX",7,2,10,1,1,6,
"Howard County, TX",9,4,1,1,3,5,
"Hudspeth County, TX",9,2,3,1,6,5,
"Hunt County, TX",9,4,9,1,1,5,
"Hutchinson County, TX",9,2,8,1,2,4,
"Irion County, TX",9,2,1,1,2,5,
"Jack County, TX",9,4,1,1,1,4,
"Jackson County, TX",7,2,7,4,1,7,
"Jasper County, TX",7,5,10,1,1,7,
"Jeff Davis County, TX",4,1,1,1,6,5,
"Jefferson County, TX",6,9,3,4,1,8,
"Jim Hogg County, TX",10,5,1,1,1,6,
"Jim Wells County, TX",9,4,9,1,1,6,
"Johnson County, TX",9,4,10,1,1,5,
"Jones County, TX",9,4,9,1,2,5,
"Karnes County, TX",9,4,10,1,1,5,
"Kaufman County, TX",9,4,10,1,1,5,
"Kendall County, TX",9,2,1,1,2,5,
"Kenedy County, TX",10,5,1,1,1,5,
"Kent County, TX",9,2,1,1,2,5,
"Kerr County, TX",7,2,10,1,2,5,
"Kimble County, TX",9,2,1,1,2,5,
"King County, TX",9,4,1,1,2,5,
"Kinney County, TX",10,5,9,1,1,5,
"Kleberg County, TX",9,4,10,4,1,7,
"Knox County, TX",9,4,1,1,2,5,
"Lamar County, TX",9,4,9,1,1,5,
"Lamb County, TX",7,2,8,1,2,4,
"Lampasas County, TX",9,4,1,1,1,5,
"La Salle County, TX",10,2,10,1,1,5,
"Lavaca County, TX",9,4,10,1,2,5,
"Lee County, TX",9,4,10,1,1,5,
"Leon County, TX",9,2,9,1,1,5,
"Liberty County, TX",7,2,8,3,1,8,
"Limestone County, TX",9,4,10,1,2,5,
"Lipscomb County, TX",7,2,8,1,2,4,
"Live Oak County, TX",9,4,10,1,1,7,
"Llano County, TX",10,4,10,1,2,5,
"Loving County, TX",10,4,1,1,3,5,
"Lubbock County, TX",9,2,8,1,2,5,
"Lynn County, TX",9,2,8,1,2,5,
"McCulloch County, TX",9,2,10,1,2,5,
"McLennan County, TX",9,4,8,1,1,5,
"McMullen County, TX",10,4,1,1,1,5,
"Madison County, TX",9,2,10,1,1,5,
"Marion County, TX",7,4,1,1,1,5,
"Martin County, TX",10,4,1,1,3,5,
"Mason County, TX",9,2,1,1,2,5,
"Matagorda County, TX",3,2,8,4,1,8,
"Maverick County, TX",10,5,1,1,1,5,
"Medina County, TX",9,4,8,1,2,6,
"Menard County, TX",9,2,1,1,2,5,
"Midland County, TX",10,4,1,1,3,5,
"Milam County, TX",9,4,8,1,1,5,
"Mills County, TX",9,4,1,1,1,5,
"Mitchell County, TX",9,2,1,1,2,5,
"Montague County, TX",9,4,10,1,1,4,
"Montgomery County, TX",9,4,10,1,1,6,
"Moore County, TX",7,2,7,1,2,4,
"Morris County, TX",7,2,1,1,1,5,
"Motley County, TX",9,2,1,1,2,5,
"Nacogdoches County, TX",9,2,9,1,1,5,
"Navarro County, TX",9,4,10,1,1,5,
"Newton County, TX",7,2,1,1,1,8,
"Nolan County, TX",9,2,8,1,2,5,
"Nueces County, TX",9,5,8,4,1,7,
"Ochiltree County, TX",7,2,8,1,2,4,
"Oldham County, TX",7,2,7,1,3,4,
"Orange County, TX",6,10,1,4,1,8,
"Palo Pinto County, TX",9,4,1,1,1,5,
"Panola County, TX",7,4,10,1,1,5,
"Parker County, TX",9,4,1,1,1,5,
"Parmer County, TX",6,1,6,1,1,4,
"Pecos County, TX",9,4,8,1,6,5,
"Polk County, TX",9,4,1,1,1,8,
"Potter County, TX",7,2,8,1,2,5,
"Presidio County, TX",10,6,1,1,4,5,
"Rains County, TX",9,4,1,1,1,5,
"Randall County, TX",7,2,7,1,2,4,
"Reagan County, TX",10,4,8,1,3,5,
"Real County, TX",7,2,1,1,2,6,
"Red River County, TX",7,2,9,1,1,5,
"Reeves County, TX",9,2,1,1,6,5,
"Refugio County, TX",9,4,10,4,1,7,
"Roberts County, TX",7,2,8,1,2,4,
"Robertson County, TX",9,4,9,1,1,5,
"Rockwall County, TX",9,4,10,1,1,5,
"Runnels County, TX",9,4,9,1,2,5,
"Rusk County, TX",7,2,10,1,1,5,
"Sabine County, TX",7,2,1,1,1,7,
"San Augustine County, TX",7,2,10,1,1,5,
"San Jacinto County, TX",7,2,10,1,1,8,
"San Patricio County, TX",9,4,8,4,1,7,
"San Saba County, TX",10,4,1,1,2,5,
"Schleicher County, TX",9,4,1,1,3,5,
"Scurry County, TX",9,4,1,1,2,5,
"Shackelford County, TX",9,4,1,1,1,5,
"Shelby County, TX",9,4,10,1,1,5,
"Sherman County, TX",7,1,7,1,2,4,
"Smith County, TX",7,2,10,1,1,5,
"Somervell County, TX",9,2,1,1,1,5,
"Starr County, TX",10,6,10,1,1,6,
"Stephens County, TX",9,4,1,1,1,5,
"Sterling County, TX",9,2,1,1,3,5,
"Stonewall County, TX",9,4,1,1,2,5,
"Sutton County, TX",9,2,8,1,3,5,
"Swisher County, TX",7,1,8,1,2,4,
"Tarrant County, TX",9,4,10,1,1,5,
"Taylor County, TX",9,4,9,1,2,5,
"Terrell County, TX",10,5,1,1,6,5,
"Terry County, TX",9,2,8,1,3,5,
"Throckmorton County, TX",9,4,10,1,1,5,
"Titus County, TX",7,2,1,1,1,5,
"Tom Green County, TX",9,4,8,1,3,5,
"Travis County, TX",9,4,9,1,1,5,
"Trinity County, TX",9,4,1,1,1,8,
"Tyler County, TX",7,2,10,1,1,8,
"Upshur County, TX",7,2,10,1,1,5,
"Upton County, TX",9,4,1,1,3,5,
"Uvalde County, TX",9,4,9,1,1,5,
"Val Verde County, TX",10,5,1,1,5,5,
"Van Zandt County, TX",9,4,10,1,1,5,
"Victoria County, TX",9,2,8,3,1,5,
"Walker County, TX",9,2,10,1,1,6,
"Waller County, TX",9,4,10,1,1,7,
"Ward County, TX",10,4,1,1,3,5,
"Washington County, TX",9,4,9,1,1,5,
"Webb County, TX",10,7,10,1,1,5,
"Wharton County, TX",7,2,8,1,1,6,
"Wheeler County, TX",7,2,8,1,3,5,
"Wichita County, TX",9,4,10,1,1,5,
"Wilbarger County, TX",9,4,10,1,2,5,
"Willacy County, TX",10,4,10,4,1,7,
"Williamson County, TX",9,4,8,1,1,5,
"Wilson County, TX",9,4,10,1,1,6,
"Winkler County, TX",10,4,1,1,3,5,
"Wise County, TX",9,4,10,1,1,5,
"Wood County, TX",7,2,1,1,1,5,
"Yoakum County, TX",9,2,2,1,3,5,
"Young County, TX",9,4,1,1,1,5,
"Zapata County, TX",10,6,1,1,1,5,
"Zavala County, TX",10,5,10,1,1,5,
"Beaver County, UT",7,1,3,1,6,4,
"Box Elder County, UT",4,1,4,1,9,4,
"Cache County, UT",4,1,4,1,6,4,
"Carbon County, UT",4,1,3,1,6,4,
"Daggett County, UT",4,1,1,1,3,4,
"Davis County, UT",7,2,4,1,7,4,
"Duchesne County, UT",4,1,3,1,6,4,
"Emery County, UT",6,1,4,1,6,4,
"Garfield County, UT",3,1,1,1,7,4,
"Grand County, UT",6,2,1,1,6,4,
"Iron County, UT",4,1,1,1,8,4,
"Juab County, UT",7,2,4,1,8,4,
"Kane County, UT",3,1,1,1,6,4,
"Millard County, UT",7,1,4,1,9,4,
"Morgan County, UT",6,1,1,1,6,4,
"Piute County, UT",4,1,1,1,6,4,
"Rich County, UT",3,1,1,1,6,4,
"Salt Lake County, UT",7,2,5,1,7,4,
"San Juan County, UT",4,1,4,1,8,4,
"Sanpete County, UT",4,1,1,1,7,4,
"Sevier County, UT",6,1,3,1,6,4,
"Summit County, UT",4,1,1,1,6,4,
"Tooele County, UT",7,2,5,1,9,4,
"Uintah County, UT",7,1,4,1,6,4,
"Utah County, UT",6,1,4,1,8,4,
"Wasatch County, UT",6,1,1,1,6,4,
"Washington County, UT",7,2,5,1,9,5,
"Wayne County, UT",6,1,1,1,6,4,
"Weber County, UT",4,1,4,1,6,4,
"Addison County, VT",3,2,1,1,1,3,
"Bennington County, VT",3,2,1,1,1,3,
"Caledonia County, VT",3,4,1,1,1,2,
"Chittenden County, VT",3,4,1,1,1,4,
"Essex County, VT",3,2,1,1,1,1,
"Franklin County, VT",1,1,1,1,1,3,
"Grand Isle County, VT",3,4,1,1,1,1,
"Lamoille County, VT",1,1,1,1,1,2,
"Orange County, VT",3,2,1,1,1,1,
"Orleans County, VT",3,2,1,1,1,2,
"Rutland County, VT",3,4,1,1,1,3,
"Washington County, VT",3,4,1,1,1,3,
"Windham County, VT",3,4,1,1,1,3,
"Windsor County, VT",3,4,1,1,1,3,
"Accomack County, VA",3,5,3,7,1,5,
"Albemarle County, VA",4,2,4,1,1,4,
"Alleghany County, VA",4,1,1,1,2,4,
"Amelia County, VA",4,1,6,1,1,4,
"Amherst County, VA",4,1,4,1,1,4,
"Appomattox County, VA",4,1,3,1,1,4,
"Arlington County, VA",4,2,1,1,1,4,
"Augusta County, VA",3,1,3,1,2,4,
"Bath County, VA",3,1,3,1,2,4,
"Bedford County, VA",4,1,3,1,2,4,
"Bland County, VA",3,1,3,1,2,4,
"Botetourt County, VA",4,1,3,1,2,4,
"Brunswick County, VA",4,1,5,1,1,4,
"Buchanan County, VA",3,1,3,1,2,4,
"Buckingham County, VA",4,1,6,1,1,4,
"Campbell County, VA",4,1,3,1,1,4,
"Caroline County, VA",4,2,4,3,1,5,
"Carroll County, VA",4,1,3,1,2,4,
"Charles City County, VA",6,6,7,4,1,5,
"Charlotte County, VA",6,1,3,1,1,4,
"Chesterfield County, VA",6,2,6,3,1,4,
"Clarke County, VA",3,2,4,1,2,4,
"Craig County, VA",4,2,3,1,2,4,
"Culpeper County, VA",4,2,4,1,1,4,
"Cumberland County, VA",4,1,4,1,1,4,
"Dickenson County, VA",3,1,3,1,2,4,
"Dinwiddie County, VA",4,2,6,1,1,4,
"Essex County, VA",4,5,4,4,1,5,
"Fairfax County, VA",4,4,4,3,1,4,
"Fauquier County, VA",3,2,4,1,1,4,
"Floyd County, VA",3,1,3,1,1,4,
"Fluvanna County, VA",4,2,5,1,1,4,
"Franklin County, VA",4,1,3,1,1,4,
"Frederick County, VA",4,1,3,1,2,4,
"Giles County, VA",3,1,3,1,2,4,
"Gloucester County, VA",4,5,3,4,1,5,
"Goochland County, VA",4,2,8,1,1,4,
"Grayson County, VA",3,1,3,1,2,4,
"Greene County, VA",4,2,3,1,1,4,
"Greensville County, VA",4,1,7,1,1,5,
"Halifax County, VA",4,1,4,1,1,4,
"Hanover County, VA",4,2,7,3,1,4,
"Henrico County, VA",6,5,8,3,1,4,
"Henry County, VA",4,1,6,1,1,4,
"Highland County, VA",1,1,3,1,2,4,
"Isle of Wight County, VA",6,4,7,4,2,5,
"James City County, VA",4,4,5,4,1,4,
"King and Queen County, VA",6,5,5,4,1,5,
"King George County, VA",4,4,4,4,1,4,
"King William County, VA",6,4,6,4,1,5,
"Lancaster County, VA",6,6,3,4,1,5,
"Lee County, VA",4,1,3,1,2,4,
"Loudoun County, VA",4,2,5,1,2,4,
"Louisa County, VA",4,2,4,1,1,4,
"Lunenburg County, VA",6,2,4,1,1,4,
"Madison County, VA",4,1,4,1,2,4,
"Mathews County, VA",4,5,1,6,1,5,
"Mecklenburg County, VA",6,2,4,1,1,4,
"Middlesex County, VA",6,6,3,4,1,5,
"Montgomery County, VA",3,1,3,1,2,4,
"Nelson County, VA",4,1,3,1,2,4,
"New Kent County, VA",6,5,6,4,1,4,
"Northampton County, VA",4,7,3,4,1,6,
"Northumberland County, VA",4,6,3,4,1,5,
"Nottoway County, VA",4,1,4,1,1,4,
"Orange County, VA",4,2,5,1,1,4,
"Page County, VA",4,1,3,1,2,4,
"Patrick County, VA",4,1,3,1,1,4,
"Pittsylvania County, VA",4,1,3,1,1,4,
"Powhatan County, VA",4,2,7,1,1,4,
"Prince Edward County, VA",4,1,4,1,1,4,
"Prince George County, VA",6,5,7,3,1,4,
"Prince William County, VA",4,4,5,3,1,4,
"Pulaski County, VA",3,1,3,1,2,4,
"Rappahannock County, VA",4,1,4,1,2,4,
"Richmond County, VA",4,5,3,4,1,4,
"Roanoke County, VA",4,1,1,1,2,4,
"Rockbridge County, VA",4,1,3,1,2,4,
"Rockingham County, VA",3,1,3,1,2,4,
"Russell County, VA",3,1,3,1,2,4,
"Scott County, VA",4,1,3,1,2,4,
"Shenandoah County, VA",4,1,3,1,2,4,
"Smyth County, VA",3,1,3,1,2,4,
"Southampton County, VA",4,4,8,4,1,5,
"Spotsylvania County, VA",4,2,3,1,1,4,
"Stafford County, VA",4,2,5,4,1,4,
"Surry County, VA",4,4,4,4,1,5,
"Sussex County, VA",4,4,7,1,1,4,
"Tazewell County, VA",3,1,3,1,2,4,
"Warren County, VA",4,1,3,1,2,4,
"Washington County, VA",3,1,3,1,2,4,
"Westmoreland County, VA",4,2,3,4,1,4,
"Wise County, VA",3,1,3,1,2,4,
"Wythe County, VA",3,1,3,1,2,4,
"York County, VA",4,5,1,4,1,5,
"Alexandria city, VA",4,2,1,3,1,5,
"Bristol city, VA",3,1,1,1,1,4,
"Buena Vista city, VA",4,1,1,1,1,5,
"Charlottesville city, VA",4,2,1,1,1,4,
"Chesapeake city, VA",4,5,7,4,2,5,
"Colonial Heights city, VA",6,5,1,4,1,4,
"Covington city, VA",4,1,1,1,1,5,
"Danville city, VA",4,1,1,1,1,4,
"Emporia city, VA",4,1,1,1,1,5,
"Fairfax city, VA",4,4,1,1,1,4,
"Falls Church city, VA",4,4,1,1,1,5,
"Franklin city, VA",6,4,1,1,1,4,
"Fredericksburg city, VA",4,2,1,1,1,4,
"Galax city, VA",4,2,1,1,1,5,
"Hampton city, VA",4,5,1,4,2,5,
"Harrisonburg city, VA",3,1,1,1,1,4,
"Hopewell city, VA",6,5,1,3,1,4,
"Lexington city, VA",4,1,1,1,1,5,
"Lynchburg city, VA",4,1,1,1,1,4,
"Manassas city, VA",4,4,1,1,1,5,
"Manassas Park city, VA",4,4,1,1,1,4,
"Martinsville city, VA",4,1,1,1,1,4,
"Newport News city, VA",4,5,1,7,2,5,
"Norfolk city, VA",4,5,1,4,2,5,
"Norton city, VA",3,1,1,1,1,4,
"Petersburg city, VA",6,5,1,1,1,4,
"Poquoson city, VA",4,5,1,6,1,9,
"Portsmouth city, VA",4,5,1,4,2,5,
"Radford city, VA",3,1,1,1,1,5,
"Richmond city, VA",6,2,1,3,1,4,
"Roanoke city, VA",4,1,1,1,1,4,
"Salem city, VA",4,1,1,1,1,4,
"Staunton city, VA",3,1,1,1,1,5,
"Suffolk city, VA",6,4,8,4,2,5,
"Virginia Beach city, VA",4,5,7,4,2,5,
"Waynesboro city, VA",3,1,1,1,1,5,
"Williamsburg city, VA",4,5,1,3,1,5,
"Winchester city, VA",4,1,1,1,1,5,
"Adams County, WA",4,1,4,1,1,5,
"Asotin County, WA",6,1,1,1,6,4,
"Benton County, WA",4,1,5,1,8,5,
"Chelan County, WA",4,1,4,1,7,4,
"Clallam County, WA",3,1,1,4,1,4,
"Clark County, WA",3,2,3,3,3,4,
"Columbia County, WA",6,1,5,1,1,4,
"Cowlitz County, WA",3,2,1,4,4,4,
"Douglas County, WA",6,1,4,1,8,4,
"Ferry County, WA",4,1,4,1,7,4,
"Franklin County, WA",6,1,5,1,1,5,
"Garfield County, WA",4,1,1,1,6,4,
"Grant County, WA",4,1,5,1,9,5,
"Grays Harbor County, WA",3,1,1,4,1,4,
"Island County, WA",3,2,3,4,1,4,
"Jefferson County, WA",3,1,1,4,1,4,
"King County, WA",3,2,1,3,3,4,
"Kitsap County, WA",3,2,1,4,1,4,
"Kittitas County, WA",4,1,3,1,7,4,
"Klickitat County, WA",4,1,1,1,8,4,
"Lewis County, WA",4,2,1,1,5,4,
"Lincoln County, WA",4,1,4,1,8,4,
"Mason County, WA",3,1,1,4,1,4,
"Okanogan County, WA",4,1,4,1,8,4,
"Pacific County, WA",3,4,3,4,1,4,
"Pend Oreille County, WA",4,1,1,1,6,4,
"Pierce County, WA",3,2,3,3,3,4,
"San Juan County, WA",3,1,1,3,1,4,
"Skagit County, WA",3,2,1,4,3,4,
"Skamania County, WA",4,1,1,1,6,4,
"Snohomish County, WA",3,2,3,4,3,4,
"Spokane County, WA",4,1,4,1,1,4,
"Stevens County, WA",4,1,1,1,7,4,
"Thurston County, WA",3,2,1,4,1,4,
"Wahkiakum County, WA",3,1,1,4,1,4,
"Walla Walla County, WA",6,1,6,1,1,5,
"Whatcom County, WA",3,1,3,3,1,4,
"Whitman County, WA",4,1,4,1,1,4,
"Yakima County, WA",4,1,4,1,9,5,
"Barbour County, WV",3,2,3,1,2,4,
"Berkeley County, WV",4,2,4,1,2,4,
"Boone County, WV",4,2,3,1,2,4,
"Braxton County, WV",3,4,4,1,2,4,
"Brooke County, WV",3,4,3,1,2,5,
"Cabell County, WV",4,4,4,1,2,4,
"Calhoun County, WV",3,4,3,1,2,4,
"Clay County, WV",3,4,1,1,2,4,
"Doddridge County, WV",3,4,3,1,2,4,
"Fayette County, WV",3,2,3,1,2,4,
"Gilmer County, WV",4,5,4,1,2,4,
"Grant County, WV",4,1,3,1,2,4,
"Greenbrier County, WV",3,1,3,1,2,4,
"Hampshire County, WV",4,1,3,1,2,3,
"Hancock County, WV",3,4,3,1,2,5,
"Hardy County, WV",4,1,3,1,2,4,
"Harrison County, WV",3,4,3,1,2,4,
"Jackson County, WV",4,5,3,1,2,4,
"Jefferson County, WV",4,2,4,1,2,4,
"Kanawha County, WV",4,4,4,1,2,4,
"Lewis County, WV",3,2,1,1,2,4,
"Lincoln County, WV",4,5,4,1,2,4,
"Logan County, WV",4,5,1,1,2,4,
"McDowell County, WV",3,1,1,1,2,4,
"Marion County, WV",4,4,3,1,2,4,
"Marshall County, WV",3,4,3,1,2,4,
"Mason County, WV",6,7,3,1,2,4,
"Mercer County, WV",3,1,3,1,2,4,
"Mineral County, WV",4,2,3,1,2,4,
"Mingo County, WV",4,4,1,1,2,4,
"Monongalia County, WV",3,4,3,1,2,4,
"Monroe County, WV",3,1,3,1,2,4,
"Morgan County, WV",4,2,4,1,2,4,
"Nicholas County, WV",3,4,3,1,2,4,
"Ohio County, WV",3,4,3,1,2,4,
"Pendleton County, WV",3,1,3,1,2,3,
"Pleasants County, WV",4,4,4,1,2,4,
"Pocahontas County, WV",1,1,3,1,2,3,
"Preston County, WV",3,2,3,1,2,4,
"Putnam County, WV",4,5,4,1,2,4,
"Raleigh County, WV",3,1,3,1,2,4,
"Randolph County, WV",3,2,3,1,2,4,
"Ritchie County, WV",4,4,4,1,2,4,
"Roane County, WV",3,4,3,1,2,4,
"Summers County, WV",3,1,3,1,2,4,
"Taylor County, WV",4,4,1,1,2,4,
"Tucker County, WV",3,2,3,1,2,4,
"Tyler County, WV",3,4,4,1,2,4,
"Upshur County, WV",3,2,3,1,2,4,
"Wayne County, WV",4,5,4,1,2,4,
"Webster County, WV",3,4,1,1,2,4,
"Wetzel County, WV",3,2,3,1,2,4,
"Wirt County, WV",3,4,4,1,2,4,
