Full County Number	Price Range-Q3 2022	Geography	growth Q42021	Price Range-Q3 2022	Latitude (generated)	Longitude (generated)	ABS-diff price Q2 2021	Price Q3 2022	Q1 2022	Q4 2021
47129	Less than $150,000	Morgan County,  Tennessee	rose	Less than $150,000	36.1431	-84.6653	11.6%	$131,188	$132,902	$134,897
47109	Less than $150,000	McNairy County,  Tennessee	rose	Less than $150,000	35.1939	-88.5778	11.6%	$139,615	$137,107	$129,739
47101	Less than $150,000	Lewis County,  Tennessee	rose	Less than $150,000	35.5284	-87.4866	11.6%	$143,388	$133,716	$126,433
47097	Less than $150,000	Lauderdale County,  Tennessee	rose	Less than $150,000	35.7431	-89.649	11.6%	$120,622	$123,003	$111,224
47095	Less than $150,000	Lake County,  Tennessee	rose	Less than $150,000	36.3439	-89.4636	11.6%	$123,892	$124,494	$107,521
47079	Less than $150,000	Henry County,  Tennessee	rose	Less than $150,000	36.3112	-88.3117	11.6%	$139,112	$141,717	$136,616
47077	Less than $150,000	Henderson County,  Tennessee	rose	Less than $150,000	35.6209	-88.4005	11.6%	$144,646	$147,278	$134,897
47075	Less than $150,000	Haywood County,  Tennessee	rose	Less than $150,000	35.6097	-89.2708	11.6%	$136,848	$140,497	$133,178
47071	Less than $150,000	Hardin County,  Tennessee	rose	Less than $150,000	35.2025	-88.1772	11.6%	$149,929	$163,009	$164,389
47069	Less than $150,000	Hardeman County,  Tennessee	rose	Less than $150,000	35.2109	-88.9869	11.6%	$119,616	$127,614	$119,291
47067	Less than $150,000	Hancock County,  Tennessee	rose	Less than $150,000	36.4929	-83.2626	11.6%	$123,892	$135,344	$135,691
47061	Less than $150,000	Grundy County,  Tennessee	rose	Less than $150,000	35.3737	-85.6861	11.6%	$132,068	$122,596	$115,324
47053	Less than $150,000	Gibson County,  Tennessee	rose	Less than $150,000	36.0073	-88.9462	11.6%	$142,508	$147,278	$130,400
47049	Less than $150,000	Fentress County,  Tennessee	rose	Less than $150,000	36.3575	-84.9266	11.6%	$139,112	$144,837	$146,006
47039	Less than $150,000	Decatur County,  Tennessee	rose	Less than $150,000	35.6152	-88.1124	11.6%	$132,445	$132,631	$130,665
47033	Less than $150,000	Crockett County,  Tennessee	rose	Less than $150,000	35.8359	-89.1825	11.6%	$130,307	$134,394	$131,723
47025	Less than $150,000	Claiborne County,  Tennessee	rose	Less than $150,000	36.4668	-83.6559	11.6%	$148,294	$151,889	$145,477
47017	Less than $150,000	Carroll County,  Tennessee	rose	Less than $150,000	35.9663	-88.4557	11.6%	$124,018	$131,818	$116,778
47005	Less than $150,000	Benton County,  Tennessee	rose	Less than $150,000	36.0868	-88.0829	11.6%	$115,968	$118,934	$113,208
46137	Less than $150,000	Ziebach County,  South Dakota	rose	Less than $150,000	44.994	-101.7505	9.4%	$91,378	$84,751	$70,731
46129	Less than $150,000	Walworth County,  South Dakota	rose	Less than $150,000	45.4185	-100.0052	9.4%	$117,971	$119,119	$108,118
46123	Less than $150,000	Tripp County,  South Dakota	rose	Less than $150,000	43.3729	-99.874	9.4%	$126,171	$124,170	$124,054
46121	Less than $150,000	Todd County,  South Dakota	rose	Less than $150,000	43.2001	-100.7209	9.4%	$33,622	$32,767	$31,872
46115	Less than $150,000	Spink County,  South Dakota	rose	Less than $150,000	44.9383	-98.3497	9.4%	$119,494	$110,250	$101,499
46111	Less than $150,000	Sanborn County,  South Dakota	rose	Less than $150,000	44.0181	-98.0913	9.4%	$126,640	$131,438	$107,383
46109	Less than $150,000	Roberts County,  South Dakota	rose	Less than $150,000	45.6165	-97.0395	9.4%	$133,903	$131,807	$126,996
46107	Less than $150,000	Potter County,  South Dakota	rose	Less than $150,000	45.0726	-99.9482	9.4%	$130,506	$130,575	$125,403
46105	Less than $150,000	Perkins County,  South Dakota	rose	Less than $150,000	45.4847	-102.4752	9.4%	$118,557	$124,046	$125,035
46097	Less than $150,000	Miner County,  South Dakota	rose	Less than $150,000	44.0156	-97.6104	9.4%	$96,884	$107,170	$94,389
46095	Less than $150,000	Mellette County,  South Dakota	rose	Less than $150,000	43.6213	-100.7295	9.4%	$60,567		$39,349
46089	Less than $150,000	McPherson County,  South Dakota	rose	Less than $150,000	45.7725	-99.2213	9.4%	$80,131	$77,113	$72,202
46085	Less than $150,000	Lyman County,  South Dakota	rose	Less than $150,000	43.8596	-99.8372	9.4%	$143,861	$135,010	$126,016
46077	Less than $150,000	Kingsbury County,  South Dakota	rose	Less than $150,000	44.3874	-97.491	9.4%	$145,853	$146,220	$134,719
46075	Less than $150,000	Jones County,  South Dakota	rose	Less than $150,000	43.9467	-100.7155	9.4%	$93,603	$104,337	$94,512
46073	Less than $150,000	Jerauld County,  South Dakota	rose	Less than $150,000	44.0666	-98.6291	9.4%	$122,423	$91,403	$100,396
46071	Less than $150,000	Jackson County,  South Dakota	rose	Less than $150,000	43.6926	-101.6317	9.4%	$117,151	$72,186	$64,356
46069	Less than $150,000	Hyde County,  South Dakota	rose	Less than $150,000	44.538	-99.4821	9.4%	$119,845	$128,481	$108,854
46067	Less than $150,000	Hutchinson County,  South Dakota	rose	Less than $150,000	43.3148	-97.7556	9.4%	$140,229	$137,474	$115,351
46063	Less than $150,000	Harding County,  South Dakota	rose	Less than $150,000	45.5829	-103.4965	9.4%	$114,925	$119,981	$123,932
46059	Less than $150,000	Hand County,  South Dakota	rose	Less than $150,000	44.538	-99.0009	9.4%	$146,438	$147,944	$157,397
46055	Less than $150,000	Haakon County,  South Dakota	rose	Less than $150,000	44.365	-101.5781	9.4%	$149,016	$143,140	$129,203
46053	Less than $150,000	Gregory County,  South Dakota	rose	Less than $150,000	43.2494	-99.2429	9.4%	$106,959	$119,858	$102,234
46049	Less than $150,000	Faulk County,  South Dakota	rose	Less than $150,000	45.0748	-99.1452	9.4%	$110,239	$108,648	$104,318
46045	Less than $150,000	Edmunds County,  South Dakota	rose	Less than $150,000	45.3854	-99.2152	9.4%	$134,138	$136,242	$145,139
46043	Less than $150,000	Douglas County,  South Dakota	rose	Less than $150,000	43.3497	-98.3573	9.4%	$122,891	$103,598	$115,719
46041	Less than $150,000	Dewey County,  South Dakota	rose	Less than $150,000	45.1005	-100.9055	9.4%	$76,148	$81,178	$78,944
46037	Less than $150,000	Day County,  South Dakota	rose	Less than $150,000	45.3724	-97.6037	9.4%	$141,401	$136,242	$123,196
46031	Less than $150,000	Corson County,  South Dakota	rose	Less than $150,000	45.7135	-101.1566	9.4%	$67,596	$68,490	$71,711
46025	Less than $150,000	Clark County,  South Dakota	rose	Less than $150,000	44.8426	-97.7342	9.4%	$136,012	$133,655	$125,525
46021	Less than $150,000	Campbell County,  South Dakota	rose	Less than $150,000	45.7701	-100.034	9.4%	$84,231	$78,222	$84,337
46017	Less than $150,000	Buffalo County,  South Dakota	rose	Less than $150,000	44.0651	-99.2264	9.4%	$103,444		$60,066
46009	Less than $150,000	Bon Homme County,  South Dakota	rose	Less than $150,000	42.9662	-97.8652	9.4%	$108,247	$109,634	$109,835
46007	Less than $150,000	Bennett County,  South Dakota	rose	Less than $150,000	43.1945	-101.6686	9.4%	$135,895	$123,184	$93,041
46005	Less than $150,000	Beadle County,  South Dakota	rose	Less than $150,000	44.4159	-98.2773	9.4%	$140,229	$148,930	$134,474
46003	Less than $150,000	Aurora County,  South Dakota	rose	Less than $150,000	43.7246	-98.5603	9.4%	$124,766	$106,678	$105,176
45089	Less than $150,000	Williamsburg County,  South Carolina	rose	Less than $150,000	33.598	-79.7441	8.2%	$91,907	$93,564	$84,914
45087	Less than $150,000	Union County,  South Carolina	rose	Less than $150,000	34.6789	-81.6396	8.2%	$97,794	$101,667	$99,460
45081	Less than $150,000	Saluda County,  South Carolina	rose	Less than $150,000	34.0012	-81.7467	9.6%	$135,058	$137,431	$133,079
45075	Less than $150,000	Orangeburg County,  South Carolina	rose	Less than $150,000	33.4424	-80.8092	8.2%	$111,850	$119,821	$110,152
45071	Less than $150,000	Newberry County,  South Carolina	rose	Less than $150,000	34.3026	-81.6234	8.2%	$143,327	$150,032	$144,590
45069	Less than $150,000	Marlboro County,  South Carolina	rose	Less than $150,000	34.5517	-79.6565	8.2%	$79,412	$90,526	$83,919
45067	Less than $150,000	Marion County,  South Carolina	rose	Less than $150,000	33.998	-79.4223	8.2%	$98,635	$103,566	$95,357
45065	Less than $150,000	McCormick County,  South Carolina	rose	Less than $150,000	33.8361	-82.2353	8.2%	$137,921	$145,221	$144,839
45061	Less than $150,000	Lee County,  South Carolina	rose	Less than $150,000	34.1603	-80.3186	8.2%	$102,720	$100,021	$97,968
45049	Less than $150,000	Hampton County,  South Carolina	rose	Less than $150,000	32.789	-81.1028	8.2%	$99,476	$96,223	$89,887
45039	Less than $150,000	Fairfield County,  South Carolina	rose	Less than $150,000	34.3737	-81.0779	9.6%	$131,822	$133,437	$126,217
45033	Less than $150,000	Dillon County,  South Carolina	rose	Less than $150,000	34.4306	-79.3928	8.2%	$100,197	$106,985	$98,590
45031	Less than $150,000	Darlington County,  South Carolina	rose	Less than $150,000	34.3107	-79.913	5.8%	$124,525	$171,112	$141,242
45029	Less than $150,000	Colleton County,  South Carolina	rose	Less than $150,000	32.8261	-80.6509	8.2%	$122,543	$118,380	$112,390
45027	Less than $150,000	Clarendon County,  South Carolina	rose	Less than $150,000	33.6886	-80.2465	8.2%	$139,122	$133,193	$126,812
45025	Less than $150,000	Chesterfield County,  South Carolina	rose	Less than $150,000	34.5923	-80.096	8.2%	$100,677	$108,378	$101,325
45023	Less than $150,000	Chester County,  South Carolina	rose	Less than $150,000	34.682	-81.1658	12.2%	$130,288	$124,973	$125,246
45021	Less than $150,000	Cherokee County,  South Carolina	rose	Less than $150,000	35.0121	-81.6338	8.2%	$127,468	$124,457	$126,190
45017	Less than $150,000	Calhoun County,  South Carolina	rose	Less than $150,000	33.6735	-80.7857	9.6%	$137,215	$130,441	$131,364
45011	Less than $150,000	Barnwell County,  South Carolina	rose	Less than $150,000	33.2872	-81.4301	8.2%	$107,165	$110,910	$101,822
45009	Less than $150,000	Bamberg County,  South Carolina	rose	Less than $150,000	33.2334	-81.0342	8.2%	$103,681	$99,895	$93,741
45005	Less than $150,000	Allendale County,  South Carolina	rose	Less than $150,000	32.9515	-81.3641	8.2%	$64,635	$59,633	$61,168
45001	Less than $150,000	Abbeville County,  South Carolina	rose	Less than $150,000	34.2476	-82.474	8.2%	$125,066	$127,496	$112,887
42123	Less than $150,000	Warren County,  Pennsylvania	rose	Less than $150,000	41.7989	-79.2812	7.3%	$120,793	$121,480	$116,415
42121	Less than $150,000	Venango County,  Pennsylvania	rose	Less than $150,000	41.4008	-79.7389	7.3%	$114,165	$115,286	$106,199
42111	Less than $150,000	Somerset County,  Pennsylvania	rose	Less than $150,000	40.0088	-79.0398	7.3%	$131,764	$163,262	$125,087
42107	Less than $150,000	Schuylkill County,  Pennsylvania	rose	Less than $150,000	40.7235	-76.1529	7.3%	$137,935	$123,548	$129,720
42105	Less than $150,000	Potter County,  Pennsylvania	rose	Less than $150,000	41.7403	-77.9042	7.3%	$133,706	$131,484	$130,195
42087	Less than $150,000	Mifflin County,  Pennsylvania	rose	Less than $150,000	40.6034	-77.6476	7.3%	$136,449	$137,439	$140,054
42083	Less than $150,000	McKean County,  Pennsylvania	rose	Less than $150,000	41.8025	-78.5774	7.3%	$96,680	$98,017	$95,508
42065	Less than $150,000	Jefferson County,  Pennsylvania	rose	Less than $150,000	41.1414	-79.005	7.3%	$124,450	$129,578	$123,424
42063	Less than $150,000	Indiana County,  Pennsylvania	rose	Less than $150,000	40.6373	-79.0962	7.3%	$139,306	$152,779	$146,350
42059	Less than $150,000	Greene County,  Pennsylvania	rose	Less than $150,000	39.871	-80.2239	7.3%	$141,477	$145,895	$145,994
42053	Less than $150,000	Forest County,  Pennsylvania	rose	Less than $150,000	41.4862	-79.2354	7.3%	$106,965	$109,212	$113,920
42051	Less than $150,000	Fayette County,  Pennsylvania	rose	Less than $150,000	39.9324	-79.6546	7.8%	$138,172	$130,799	$121,354
42047	Less than $150,000	Elk County,  Pennsylvania	rose	Less than $150,000	41.4107	-78.757	7.3%	$122,164	$122,790	$122,592
42039	Less than $150,000	Crawford County,  Pennsylvania	rose	Less than $150,000	41.6678	-80.0661	7.3%	$147,877	$151,546	$136,134
42033	Less than $150,000	Clearfield County,  Pennsylvania	rose	Less than $150,000	40.9898	-78.444	7.3%	$131,192	$121,631	$117,484
42031	Less than $150,000	Clarion County,  Pennsylvania	rose	Less than $150,000	41.2028	-79.4375	7.3%	$146,163	$146,966	$138,866
42023	Less than $150,000	Cameron County,  Pennsylvania	rose	Less than $150,000	41.4116	-78.2044	7.3%	$90,738	$92,182	$93,251
42021	Less than $150,000	Cambria County,  Pennsylvania	rose	Less than $150,000	40.485	-78.7333	6.4%	$117,931	$119,719	$110,342
42013	Less than $150,000	Blair County,  Pennsylvania	rose	Less than $150,000	40.4934	-78.3483	5.4%	$146,892	$156,577	$154,540
42005	Less than $150,000	Armstrong County,  Pennsylvania	rose	Less than $150,000	40.8485	-79.4535	7.8%	$141,390	$152,848	$138,278
41021	Less than $150,000	Gilliam County,  Oregon	rose	Less than $150,000	45.44	-120.2443	13.5%	$142,266	$149,888	$153,484
40151	Less than $150,000	Woods County,  Oklahoma	rose	Less than $150,000	36.6966	-98.793	7.6%	$140,080	$138,694	$127,641
40149	Less than $150,000	Washita County,  Oklahoma	rose	Less than $150,000	35.2812	-98.9941	7.6%	$102,397	$109,156	$101,039
40147	Less than $150,000	Washington County,  Oklahoma	rose	Less than $150,000	36.7061	-95.9052	7.6%	$145,921	$153,280	$143,864
40141	Less than $150,000	Tillman County,  Oklahoma	rose	Less than $150,000	34.3822	-98.9386	7.6%	$61,163	$64,181	$67,757
40139	Less than $150,000	Texas County,  Oklahoma	rose	Less than $150,000	36.7482	-101.4928	7.6%	$142,256	$143,678	$137,303
40137	Less than $150,000	Stephens County,  Oklahoma	rose	Less than $150,000	34.4846	-97.8509	7.6%	$135,269	$139,423	$128,476
40135	Less than $150,000	Sequoyah County,  Oklahoma	rose	Less than $150,000	35.4655	-94.7664	9.9%	$119,802	$123,551	$120,118
40133	Less than $150,000	Seminole County,  Oklahoma	rose	Less than $150,000	35.1649	-96.6089	7.6%	$88,423	$91,288	$88,752
40127	Less than $150,000	Pushmataha County,  Oklahoma	rose	Less than $150,000	34.4191	-95.413	7.6%	$102,053	$102,106	$96,029
40121	Less than $150,000	Pittsburg County,  Oklahoma	rose	Less than $150,000	34.9475	-95.7985	7.6%	$136,529	$132,495	$127,402
40117	Less than $150,000	Pawnee County,  Oklahoma	rose	Less than $150,000	36.3612	-96.7798	9.7%	$120,504	$122,912	$114,105
40115	Less than $150,000	Ottawa County,  Oklahoma	rose	Less than $150,000	36.8405	-94.8089	7.6%	$106,749	$107,090	$102,948
40111	Less than $150,000	Okmulgee County,  Oklahoma	rose	Less than $150,000	35.6142	-95.9529	9.7%	$113,222	$106,755	$104,893
40107	Less than $150,000	Okfuskee County,  Oklahoma	rose	Less than $150,000	35.4649	-96.2645	7.6%	$106,978	$106,725	$97,103
40105	Less than $150,000	Nowata County,  Oklahoma	rose	Less than $150,000	36.7972	-95.6211	7.6%	$112,476	$111,101	$104,618
40103	Less than $150,000	Noble County,  Oklahoma	rose	Less than $150,000	36.3869	-97.2468	7.6%	$141,225	$141,368	$123,466
40101	Less than $150,000	Muskogee County,  Oklahoma	rose	Less than $150,000	35.5593	-95.4202	7.6%	$137,789	$135,427	$115,115
40097	Less than $150,000	Mayes County,  Oklahoma	rose	Less than $150,000	36.2892	-95.2206	7.6%	$149,128	$140,882	$134,560
40095	Less than $150,000	Marshall County,  Oklahoma	rose	Less than $150,000	33.9982	-96.776	7.6%	$132,635	$131,158	$107,004
40093	Less than $150,000	Major County,  Oklahoma	rose	Less than $150,000	36.3473	-98.5327	7.6%	$129,084	$135,533	$121,438
40091	Less than $150,000	McIntosh County,  Oklahoma	rose	Less than $150,000	35.3474	-95.6632	7.6%	$132,291	$140,882	$120,364
40089	Less than $150,000	McCurtain County,  Oklahoma	rose	Less than $150,000	34.0618	-94.8152	7.6%	$114,194	$104,659	$99,369
40085	Less than $150,000	Love County,  Oklahoma	rose	Less than $150,000	33.8942	-97.3498	7.6%	$140,194	$143,313	$133,248
40081	Less than $150,000	Lincoln County,  Oklahoma	rose	Less than $150,000	35.6991	-96.8806	8.4%	$147,025	$143,292	$135,009
40079	Less than $150,000	Le Flore County,  Oklahoma	rose	Less than $150,000	34.9461	-94.6876	9.9%	$113,465	$113,328	$110,907
40077	Less than $150,000	Latimer County,  Oklahoma	rose	Less than $150,000	34.8722	-95.2527	7.6%	$103,886	$106,117	$103,783
40075	Less than $150,000	Kiowa County,  Oklahoma	rose	Less than $150,000	34.8597	-98.9635	7.6%	$75,595	$80,469	$75,034
40071	Less than $150,000	Kay County,  Oklahoma	rose	Less than $150,000	36.8036	-97.1074	7.6%	$111,445	$117,543	$109,867
40069	Less than $150,000	Johnston County,  Oklahoma	rose	Less than $150,000	34.3082	-96.6703	7.6%	$100,679	$104,415	$96,387
40067	Less than $150,000	Jefferson County,  Oklahoma	rose	Less than $150,000	34.0703	-97.8401	7.6%	$72,273	$78,767	$79,209
40065	Less than $150,000	Jackson County,  Oklahoma	rose	Less than $150,000	34.5984	-99.3749	7.6%	$120,494	$121,190	$127,044
40063	Less than $150,000	Hughes County,  Oklahoma	rose	Less than $150,000	35.0232	-96.2897	7.6%	$88,652	$90,194	$87,201
40061	Less than $150,000	Haskell County,  Oklahoma	rose	Less than $150,000	35.2553	-95.1327	7.6%	$112,820	$120,582	$114,638
40059	Less than $150,000	Harper County,  Oklahoma	rose	Less than $150,000	36.8014	-99.6494	7.6%	$99,419	$101,741	$92,092
40057	Less than $150,000	Harmon County,  Oklahoma	rose	Less than $150,000	34.7829	-99.8603	7.6%	$91,859	$87,641	$79,328
40055	Less than $150,000	Greer County,  Oklahoma	rose	Less than $150,000	34.922	-99.5146	7.6%	$91,172	$102,835	$91,257
40053	Less than $150,000	Grant County,  Oklahoma	rose	Less than $150,000	36.8036	-97.7862	7.6%	$85,789	$96,028	$96,625
40049	Less than $150,000	Garvin County,  Oklahoma	rose	Less than $150,000	34.6793	-97.2476	7.6%	$124,846	$126,295	$117,501
40047	Less than $150,000	Garfield County,  Oklahoma	rose	Less than $150,000	36.3798	-97.783	7.6%	$147,525	$144,650	$134,321
40045	Less than $150,000	Ellis County,  Oklahoma	rose	Less than $150,000	36.2174	-99.7981	7.6%	$108,238	$116,693	$107,123
40043	Less than $150,000	Dewey County,  Oklahoma	rose	Less than $150,000	35.9926	-99.0086	7.6%	$110,872	$121,312	$116,547
40041	Less than $150,000	Delaware County,  Oklahoma	rose	Less than $150,000	36.4176	-94.8052	7.6%	$147,525	$150,728	$140,644
40035	Less than $150,000	Craig County,  Oklahoma	rose	Less than $150,000	36.7555	-95.2156	7.6%	$129,198	$134,561	$130,027
40033	Less than $150,000	Cotton County,  Oklahoma	rose	Less than $150,000	34.2753	-98.3742	7.6%	$106,978	$91,895	$91,496
40029	Less than $150,000	Coal County,  Oklahoma	rose	Less than $150,000	34.5929	-96.3021	7.6%	$92,432	$99,675	$99,965
40025	Less than $150,000	Cimarron County,  Oklahoma	rose	Less than $150,000	36.7562	-102.5169	7.6%	$73,991	$75,850	$67,399
40023	Less than $150,000	Choctaw County,  Oklahoma	rose	Less than $150,000	34.0129	-95.5473	7.6%	$116,943	$120,339	$115,473
